host_id,host_name,host_since_year,host_since_anniversary,id,neighbourhood_cleansed,city,state,zipcode,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,guests_included,extra_people,minimum_nights,host_response_time,host_response_rate,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
22619992,Tineke,2014,10/16,4382174,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1078,Netherlands,52.34876046,4.907394325,Bed & Breakfast,Entire home/apt,3,1.5,1,2,Real Bed,79,1,20,2,within a day,0.7,1,60,6,6,10,,10,6
22624885,Ronald,2014,10/16,4367965,Centrum-West,Amsterdam,North Holland,1016 BS,Netherlands,52.37218868,4.887101208,Apartment,Shared room,2,1,1,2,Real Bed,75,1,0,3,within a few hours,1,19,84,10,9,10,10,10,8
22635197,Michael,2014,10/17,5324161,Buitenveldert - Zuidas,Amstelveen,NH,1183 AP,Netherlands,52.31999679,4.875498828,Dorm,Shared room,2,1,1,1,Real Bed,15,1,6,1,within a few hours,1,2,90,9,8,10,10,10,10
22637994,Leon,2014,10/17,5182196,Oud-Oost,Amsterdam,Noord-Holland,1093,Netherlands,52.3614596,4.923868001,Apartment,Entire home/apt,4,1,1,2,Real Bed,120,2,40,2,within a few hours,1,3,93,9,9,10,10,9,8
22641947,Janneke,2014,10/17,4361867,Zuid,Amsterdam,North Holland,1059 TK,Netherlands,52.35103018,4.846537957,Apartment,Entire home/apt,4,1,2,4,Real Bed,95,1,0,3,within an hour,0.89,2,100,10,10,10,10,8,9
22642887,Marianne,2014,10/17,4774851,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1072 SL,Netherlands,52.35215389,4.886822822,Apartment,Entire home/apt,2,1,1,1,Real Bed,89,2,30,2,within an hour,1,16,85,9,8,9,9,9,8
22645376,Hannah,2014,10/17,4362562,Centrum-West,Amsterdam,North Holland,1015 DR,Netherlands,52.37800337,4.885747396,Apartment,Entire home/apt,4,1,1,4,Real Bed,200,1,0,1,within an hour,1,1,100,,,,,,
22651022,Joost,2014,10/17,4363796,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072 CP,Netherlands,52.35429342,4.89055195,Apartment,Entire home/apt,2,1,1,2,Real Bed,60,2,20,3,within a few hours,1,3,100,10,9,10,10,10,9
22659585,Farshad,2014,10/17,5098353,Centrum-Oost,Amsterdam,Noord-Holland,1011 DD,Netherlands,52.37517922,4.907486971,Apartment,Private room,2,3.5,1,1,Real Bed,72,1,0,2,within a few hours,1,3,100,9,10,10,10,10,10
22669035,Mahmoud,2014,10/18,4366938,Centrum-West,Amsterdam,North Holland,1015,Netherlands,52.37499381,4.880588096,Apartment,Entire home/apt,3,1,1,2,Real Bed,190,2,50,2,within a few hours,1,1,100,10,10,10,10,10,10
22691558,Lilian,2014,10/18,4372861,De Pijp - Rivierenbuurt,Amsterdam,NH,1073RZ,Netherlands,52.35148375,4.902991143,Apartment,Entire home/apt,4,1,2,1,Real Bed,119,1,0,1,within an hour,1,11,93,10,10,9,10,9,9
22708934,Leonie,2014,10/19,4374070,Centrum-Oost,Amsterdam,North Holland,1011 TJ,Netherlands,52.37291346,4.907422654,Apartment,Entire home/apt,2,1,2,2,Real Bed,199,2,69,2,within a few hours,1,3,93,10,10,10,10,10,9
22712410,Monique,2014,10/19,4374654,Centrum-Oost,Amsterdam,North Holland,1018 ZN,Netherlands,52.36821296,4.91859437,Apartment,Entire home/apt,4,1,2,4,Real Bed,115,2,25,2,within a few hours,1,3,93,9,10,10,10,8,9
22713870,Angela,2014,10/19,4374921,Centrum-West,Amsterdam,Noord-Holland,1012 MA,Netherlands,52.37878064,4.894374835,Apartment,Entire home/apt,4,2,2,2,Real Bed,120,2,60,1,within a day,0.72,0,,,,,,,
22745161,Roos,2014,10/20,4444624,Centrum-Oost,Amsterdam,North Holland,1018 VT,Netherlands,52.36414928,4.907671398,Apartment,Entire home/apt,4,1,1,2,Real Bed,110,1,0,2,within a day,1,9,98,10,10,10,10,10,10
22745716,Peter,2014,10/20,4380643,Westerpark,Amsterdam,NH,1013,Netherlands,52.39349009,4.879399374,Boat,Entire home/apt,16,1,6,16,Real Bed,500,1,0,1,within an hour,1,2,90,8,10,9,9,9,9
22746342,Alon,2014,10/20,4380983,Watergraafsmeer,Amsterdam,Noord-Holland,1097,Netherlands,52.34927431,4.923826356,Apartment,Entire home/apt,2,1,1,1,Real Bed,79,1,0,4,within a day,0.77,4,85,9,10,8,7,9,9
22750552,Karlijn,2014,10/20,4381773,Slotervaart,Amsterdam,North Holland,1058tz,Netherlands,52.35589733,4.8462764,Apartment,Entire home/apt,2,1,1,2,Real Bed,103,2,50,1,within an hour,1,4,95,10,10,10,10,10,10
22787522,Eric En Karen,2014,10/21,4413032,Westerpark,Amsterdam,North Holland,1013 PA,Netherlands,52.38856712,4.885528089,Apartment,Private room,4,1,1,4,Real Bed,85,2,10,2,within a few hours,0.92,20,93,9,10,10,10,9,9
22789972,Eduard,2014,10/21,4389701,Zuid,Amsterdam,North Holland,1075 XT,Netherlands,52.35157631,4.856202745,Apartment,Entire home/apt,2,1,0,1,Real Bed,65,1,0,3,within a day,0.7,14,88,9,8,9,9,9,9
22801166,Wouter,2014,10/21,4435135,De Baarsjes - Oud-West,Amsterdam,North Holland,1057,Netherlands,52.36967796,4.861326471,Apartment,Entire home/apt,4,1,2,2,Real Bed,275,1,0,2,N/A,N/A,1,100,10,8,10,10,8,6
22806302,Danielle,2014,10/21,4394074,Zuid,Amsterdam,NH,1071 NX,Netherlands,52.35474099,4.871979466,House,Entire home/apt,8,2,5,6,Real Bed,995,8,50,2,within a few hours,1,1,100,10,10,10,10,10,10
22807943,Yvonne,2014,10/21,4394140,Slotervaart,Amsterdam,North Holland,1061,Netherlands,52.37240631,4.840011817,Apartment,Entire home/apt,2,1,0,1,Real Bed,100,1,0,3,within an hour,1,1,100,10,10,10,10,10,10
22811276,Cath,2014,10/21,5718019,Zuid,Amsterdam,Noord-Holland,1071 TZ,Netherlands,52.35362503,4.884246514,Apartment,Entire home/apt,4,1,1,4,Real Bed,135,1,0,1,within a few hours,1,0,,,,,,,
22811524,Margot,2014,10/21,5656694,Watergraafsmeer,Amsterdam,Noord-Holland,1098 KX,Netherlands,52.35082626,4.935576034,House,Entire home/apt,6,1,4,6,Real Bed,225,1,0,3,within an hour,1,0,,,,,,,
22837110,Paul,2014,10/22,4399067,Oud-Noord,Amsterdam,North Holland,1022 AB,Netherlands,52.38903573,4.937898443,Boat,Entire home/apt,14,2,7,14,Real Bed,650,1,0,2,within a few hours,1,0,,,,,,,
22847584,Clemens,2014,10/22,4401414,De Baarsjes - Oud-West,Amsterdam,North Holland,1054 MD,Netherlands,52.36313734,4.863213929,Apartment,Shared room,3,1,1,2,Real Bed,50,2,15,1,N/A,N/A,3,100,10,10,10,9,10,10
22854660,Jozef,2014,10/22,4402809,Centrum-West,Amsterdam,North Holland,1016 DX,Netherlands,52.37316788,4.884419271,Apartment,Entire home/apt,2,1,0,1,Pull-out Sofa,240,1,0,3,within a few hours,1,0,,,,,,,
22856206,O B  (Coby),2014,10/22,4403109,Centrum-West,Amsterdam,North Holland,1012,Netherlands,52.37592402,4.893077457,Apartment,Private room,4,1.5,1,1,Real Bed,90,2,30,1,within a day,0.7,33,91,10,9,10,10,10,9
22876418,Stephanie,2014,10/23,4406921,Centrum-West,Amsterdam,Noord holland,1014KD,Netherlands,52.38368743,4.886785628,Apartment,Entire home/apt,4,1,1,2,Real Bed,125,2,30,2,within a few hours,0.7,6,97,10,9,10,10,10,9
22884810,Lisel,2014,10/23,4408866,Oud-Oost,Amsterdam,Noord-Holland,1018,Netherlands,52.36403244,4.925960933,Apartment,Entire home/apt,2,1,1,1,Real Bed,95,1,0,2,within an hour,1,5,84,9,10,10,10,9,9
22887899,Grietje,2014,10/23,4409509,Westerpark,Amsterdam,North Holland,1013 AX,Netherlands,52.39376448,4.880891721,Boat,Entire home/apt,16,2,6,16,Real Bed,350,1,0,2,within a few hours,1,6,90,9,9,9,9,7,8
22893176,Jort,2014,10/23,4410554,De Baarsjes - Oud-West,Amsterdam,North Holland,1053 DZ,Netherlands,52.36652398,4.87347511,Apartment,Shared room,2,1,1,1,Airbed,34,1,29,1,within a few hours,0.72,11,98,10,10,10,10,10,9
22895272,Roland,2014,10/23,4410942,De Baarsjes - Oud-West,Amsterdam,North Holland,1054 GP,Netherlands,52.3611562,4.875294817,House,Entire home/apt,4,2,3,5,Real Bed,350,1,0,4,N/A,N/A,0,,,,,,,
22906286,Bob,2014,10/24,4481175,Oud-Noord,Amsterdam,North Holland,1033,Netherlands,52.40669874,4.888692925,Boat,Entire home/apt,4,1.5,2,4,Real Bed,58,2,25,1,N/A,N/A,1,100,10,10,10,10,10,10
22916258,Barry,2014,10/24,4415152,Centrum-West,Amsterdam,North Holland,1012 VJ,Netherlands,52.37334981,4.892330186,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,1,0,3,within an hour,1,15,97,10,10,10,10,10,9
22923325,Pauline,2014,10/24,4416370,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1078,Netherlands,52.34458668,4.892555069,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,1,0,1,within a day,1,1,80,10,8,4,10,10,8
22925715,Elize,2014,10/24,4570711,De Baarsjes - Oud-West,Amsterdam,North Holland,1056,Netherlands,52.37116935,4.854230148,Apartment,Entire home/apt,4,1,2,3,Real Bed,70,2,15,3,within an hour,1,11,87,9,8,9,10,9,9
22940081,Jordi,2014,10/25,4419248,De Baarsjes - Oud-West,Amsterdam,North Holland,1053,Netherlands,52.36637286,4.871313339,Apartment,Entire home/apt,2,1,0,1,Real Bed,110,1,0,4,within a few hours,0.85,0,,,,,,,
22942551,Jeanine,2014,10/25,4425986,Slotervaart,Amsterdam,North Holland,1057 NP,Netherlands,52.36434399,4.842055989,Apartment,Entire home/apt,4,1,2,2,Real Bed,125,2,25,2,within an hour,1,0,,,,,,,
22944145,Alper,2014,10/25,4872616,Oostelijk Havengebied - Indische Buurt,Amsterdam,Noord-Holland,1094,Netherlands,52.36167463,4.934210035,Apartment,Entire home/apt,3,1,1,2,Real Bed,45,1,30,1,within a few hours,0.78,2,80,8,7,9,9,8,8
22944920,Irina,2014,10/25,4422039,Centrum-West,Amsterdam,Noord-Holland,1015 AC,Netherlands,52.37639801,4.892380793,Apartment,Entire home/apt,6,2,4,4,Real Bed,280,4,50,3,within an hour,1,0,,,,,,,
22948514,Rutger,2014,10/25,4625982,Oud-Oost,Amsterdam,Noord-Holland,1091 ST,Netherlands,52.3516071,4.913051734,Apartment,Entire home/apt,3,1,1,1,Real Bed,125,1,0,5,N/A,N/A,1,100,10,10,10,10,10,10
22951495,Esther,2014,10/25,4421501,Westerpark,Amsterdam,Noord-Holland,1051,Netherlands,52.38600976,4.874759943,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,1,0,2,within a few hours,1,11,98,10,10,10,10,9,10
22952424,Floor,2014,10/25,5584359,Centrum-West,Amsterdam,Noord-Holland,1016 XG,Netherlands,52.36824245,4.882588572,Apartment,Entire home/apt,3,1,1,1,Real Bed,140,1,0,2,within a day,0.83,0,,,,,,,
22960118,Anne-Sophie,2014,10/25,4423240,De Baarsjes - Oud-West,Amsterdam,North Holland,1057 ET,Netherlands,52.36908795,4.857552266,Apartment,Private room,2,1,1,1,Real Bed,69,1,0,15,N/A,N/A,1,100,10,10,10,10,10,10
22974857,Anne,2014,10/26,4445752,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1074 cg,Netherlands,52.35609614,4.901773651,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,1,0,2,within a day,0.73,3,100,10,10,10,10,9,10
22981170,Esther,2014,10/26,4426865,De Baarsjes - Oud-West,Amsterdam,NH,1053,Netherlands,52.36468824,4.860313336,Apartment,Entire home/apt,3,1,1,2,Real Bed,149,1,0,2,within a few hours,0.95,6,97,9,10,10,10,9,8
22983279,Annemiek,2014,10/26,4427268,Westerpark,Amsterdam,North Holland,1052,Netherlands,52.37961373,4.876559942,House,Private room,2,1,1,1,Real Bed,90,1,0,1,N/A,N/A,0,,,,,,,
23016078,Annelies,2014,10/27,4451765,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1019,Netherlands,52.37799545,4.947518989,Apartment,Entire home/apt,5,1,2,4,Real Bed,150,4,40,3,within a day,1,4,95,10,10,10,10,8,10
23016078,Annelies,2014,10/27,4436109,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1019,Netherlands,52.37831437,4.947402608,Apartment,Private room,2,1,1,2,Real Bed,60,1,40,2,within a day,1,4,100,10,10,10,10,10,10
23017102,Emil,2014,10/27,4751157,Bijlmer-Oost,Amsterdam Zuidoost,Noord-Holland,1104 MP,Netherlands,52.31756245,4.967384949,Apartment,Private room,2,1,1,1,Real Bed,39,1,0,1,within a few hours,0.99,20,91,9,9,9,10,7,9
23017113,Kim,2014,10/27,4433716,De Pijp - Rivierenbuurt,Amsterdam,NH,1073 BA,Netherlands,52.35643059,4.897804413,Apartment,Entire home/apt,4,1,2,2,Real Bed,199,1,0,2,within a few hours,0.96,8,100,10,10,10,10,10,10
23019137,Jeroen,2014,10/27,4436018,Watergraafsmeer,Amsterdam,North Holland,1096 HK,Netherlands,52.3447827,4.914679608,Apartment,Entire home/apt,4,1,2,2,Real Bed,120,2,15,5,within an hour,1,6,100,10,10,10,10,10,10
23021688,Anne,2014,10/27,4434842,Geuzenveld - Slotermeer,Amsterdam,North Holland,1064 SB,Netherlands,52.37651664,4.825224084,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,75,1,0,2,N/A,N/A,1,100,10,10,10,10,6,8
23027423,Jitske,2014,10/27,4481117,De Baarsjes - Oud-West,Amsterdam,North Holland,1056DR,Netherlands,52.37294297,4.855723161,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,1,0,1,N/A,N/A,0,,,,,,,
23036552,Nicole,2014,10/27,4438202,Zuid,Amsterdam,Noord-Holland,1058,Netherlands,52.35790678,4.849341473,Apartment,Entire home/apt,4,1,2,2,Real Bed,150,4,25,2,within a day,0.92,1,80,10,10,8,8,8,8
23043145,Alfred,2014,10/27,4439824,Oud-Oost,Amsterdam,North Holland,1091 SJ,Netherlands,52.3546577,4.909981886,Apartment,Entire home/apt,4,1,2,2,Real Bed,109,2,45,3,within an hour,1,2,90,8,7,10,10,8,9
23045303,Sharco,2014,10/27,4439913,Zuid,Amsterdam,North Holland,1076 KW,Netherlands,52.34366908,4.860728009,Apartment,Entire home/apt,6,1.5,2,3,Real Bed,165,4,25,2,within an hour,0.93,21,87,9,9,9,10,8,9
23045303,Sharco,2014,10/27,5680893,Westerpark,Amsterdam,Noord-Holland,1051 LC,Netherlands,52.38637391,4.871937444,Apartment,Entire home/apt,4,1,1,3,Real Bed,125,1,0,2,within an hour,0.93,0,,,,,,,
23054481,Iris,2014,10/28,4450281,Oud-Oost,Amsterdam,North Holland,1091 GT,Netherlands,52.35535156,4.909357608,Apartment,Entire home/apt,4,1,1,2,Real Bed,80,2,25,2,N/A,N/A,3,100,10,10,10,10,9,9
23055069,Anique,2014,10/28,4441653,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1094 KD,Netherlands,52.36372962,4.934928132,Apartment,Entire home/apt,2,1,1,1,Real Bed,80,1,0,1,within a day,1,1,100,10,10,10,10,10,8
23059325,Anaïs,2014,10/28,4442663,Bijlmer-Oost,Amsterdam-Zuidoost,North Holland,1104,Netherlands,52.3175167,4.987116197,House,Private room,1,1,1,1,Real Bed,20,1,0,7,N/A,N/A,0,,,,,,,
23060454,Zina,2014,10/28,4443203,Bos en Lommer,Amsterdam,North Holland,1055 NP,Netherlands,52.38398804,4.851306198,House,Entire home/apt,2,1,1,1,Real Bed,45,1,0,1,within an hour,1,7,94,10,9,9,10,8,9
23062050,Anne,2014,10/28,4799506,Slotervaart,Amsterdam,Noord-Holland,1064 NS,Netherlands,52.36955604,4.830766006,House,Entire home/apt,6,3,3,4,Real Bed,250,6,35,1,within a day,0.7,0,,,,,,,
23063293,Annet,2014,10/28,4569548,Centrum-Oost,Amsterdam,North Holland,1018JV,Netherlands,52.37325222,4.920878501,Apartment,Private room,2,1,1,2,Real Bed,64,2,15,1,within an hour,1,16,95,10,9,10,10,9,9
23064759,Eelco,2014,10/28,4920568,De Aker - Nieuw Sloten,Amsterdam,Noord-Holland,1069,Netherlands,52.34919507,4.800474464,Apartment,Private room,2,1,1,1,Real Bed,55,1,0,1,within an hour,1,21,95,10,10,10,10,9,10
23083784,Kim,2014,10/28,4669985,Centrum-West,Amsterdam,Noord-Holland,1013 JK,Netherlands,52.38486194,4.885011397,Apartment,Entire home/apt,4,1,2,2,Real Bed,110,4,20,1,within a few hours,0.9,1,100,10,10,10,10,10,10
23083784,Kim,2014,10/28,4468703,Centrum-West,Amsterdam,North Holland,1013 JK,Netherlands,52.38340578,4.884332633,Apartment,Private room,2,1,1,1,Real Bed,49,2,20,1,within a few hours,0.9,28,97,10,10,9,9,10,10
23110171,Merel,2014,10/29,4459789,Centrum-West,Amsterdam,North Holland,1015 DT,Netherlands,52.37679659,4.884995302,Apartment,Entire home/apt,4,1,2,3,Real Bed,180,1,0,2,within a day,0.73,13,98,10,10,10,10,10,10
23123318,Angela,2014,10/29,4800580,Bijlmer-Centrum,Amsterdam Zuidoost,Noord-Holland,1102,Netherlands,52.31773583,4.948960796,Apartment,Private room,2,1,1,2,Real Bed,100,1,10,1,within a few hours,1,2,70,9,9,9,8,8,6
23142516,Isabelle,2014,10/30,4479003,Centrum-West,Amsterdam,North Holland,1016 TV,Netherlands,52.36910331,4.882248405,Apartment,Entire home/apt,6,1.5,2,2,Real Bed,140,4,30,10,within a few hours,0.96,1,100,10,10,10,10,10,10
23142516,Isabelle,2014,10/30,4460088,Centrum-West,Amsterdam,North Holland,1016 TV,Netherlands,52.36996411,4.881994172,Apartment,Private room,4,1.5,1,1,Pull-out Sofa,89,2,35,1,within a few hours,0.95,0,,,,,,,
23143013,Remco,2014,10/30,4460199,Westerpark,Amsterdam,North Holland,1052 xs,Netherlands,52.38053296,4.877873289,Apartment,Entire home/apt,3,1,1,2,Real Bed,80,2,35,1,within an hour,0.98,19,79,8,8,9,9,9,8
23158066,Diego,2014,10/30,4463508,Centrum-West,Amsterdam,North Holland,1015 BT,Netherlands,52.37640093,4.888559719,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,320,1,0,2,within a day,1,3,93,9,9,10,10,10,9
23161027,Kjell,2014,10/30,4765421,Oostelijk Havengebied - Indische Buurt,Amsterdam,Noord-Holland,1019 PG,Netherlands,52.37697495,4.932851286,House,Entire home/apt,4,1,2,2,Real Bed,95,2,25,3,within a few hours,1,0,,,,,,,
23161027,Kjell,2014,10/30,4766324,Oostelijk Havengebied - Indische Buurt,Amsterdam,Noord-Holland,1019 PG,Netherlands,52.37882963,4.932621435,House,Private room,2,1,1,1,Real Bed,59,1,0,3,within a few hours,1,11,84,9,8,8,9,8,9
23161027,Kjell,2014,10/30,4464048,Centrum-West,Amsterdam,North Holland,1016 DB,Netherlands,52.37259132,4.888594375,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,0,4,within a few hours,1,28,91,9,10,10,10,10,9
23171451,Jan J.,2014,10/31,4538960,Oud-Noord,Amsterdam,Noord-Holland,1033,Netherlands,52.39948555,4.891683934,Boat,Entire home/apt,16,2,8,16,Real Bed,800,1,0,1,within a few hours,1,1,100,10,10,10,10,6,8
23172894,Janine,2014,10/31,4466211,Westerpark,Amsterdam,North Holland,1051 CP,Netherlands,52.37961206,4.870129955,Apartment,Entire home/apt,2,1,0,1,Real Bed,60,1,0,1,N/A,N/A,0,,,,,,,
23179135,Bart & Manon,2014,10/31,4467898,IJburg - Zeeburgereiland,Amsterdam,North Holland,1086 WC,Netherlands,52.36049453,4.980493369,House,Entire home/apt,4,2,3,4,Real Bed,180,4,50,3,within a few hours,1,0,,,,,,,
23181930,Angret,2014,10/31,5770942,Zuid,Amsterdam,Noord-Holland,1017,Netherlands,52.36125516,4.884877577,Apartment,Entire home/apt,3,1.5,2,3,Real Bed,200,1,0,2,within a few hours,1,0,,,,,,,
23187657,Bojan,2014,10/31,4469263,Westerpark,Amsterdam,North Holland,1051 JB,Netherlands,52.37961587,4.869697534,Apartment,Entire home/apt,4,1,3,2,Real Bed,135,2,30,2,within a few hours,1,4,100,10,10,10,10,9,10
23248875,Jasmijn & Rutger,2014,11/2,4480633,Centrum-Oost,Amsterdam,North Holland,1018 VR,Netherlands,52.36459044,4.907202071,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,2,0,1,within a few hours,0.9,13,100,10,10,10,10,10,9
23258431,De,2014,11/2,4482665,Noord-Oost,Amsterdam,Noord-Holland,1024,Netherlands,52.39668178,4.947825664,Apartment,Entire home/apt,4,1,2,4,Real Bed,35,1,5,3,within an hour,1,8,93,9,9,10,10,8,9
23279682,Frederike,2014,11/3,4812908,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,,Netherlands,52.37057492,4.856055595,Apartment,Private room,2,1,1,1,Real Bed,69,2,35,2,within an hour,1,3,100,8,9,10,10,10,9
23279682,Frederike,2014,11/3,4884638,De Baarsjes - Oud-West,Amsterdam,NH,1056,Netherlands,52.37347965,4.856058654,Apartment,Private room,1,1,1,1,Real Bed,42,1,29,1,within an hour,1,3,93,9,10,9,9,9,8
23284289,Rogier,2014,11/3,4488094,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1079,Netherlands,52.3436625,4.91032879,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,0,1,within a few hours,0.93,2,100,10,9,10,10,9,9
23286921,Mireille,2014,11/3,4488692,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,52.36226685,4.886309435,Apartment,Entire home/apt,4,1,1,2,Real Bed,159,1,15,3,within an hour,1,13,100,10,10,10,10,10,9
23291552,Irene,2014,11/3,5611174,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1053,Netherlands,52.36741599,4.876161786,Apartment,Entire home/apt,2,1,1,2,Real Bed,120,1,0,2,within an hour,1,0,,,,,,,
23297863,Antonella,2014,11/3,4491338,Centrum-Oost,Amsterdam,North Holland,1011 PG,Netherlands,52.36797236,4.902663465,Apartment,Entire home/apt,4,1,1,1,Real Bed,85,2,25,2,within a few hours,0.93,20,83,9,8,8,10,10,8
23301859,Henk,2014,11/3,4492084,Oud-Noord,Amsterdam,North Holland,1032 GJ,Netherlands,52.40012528,4.915369686,House,Entire home/apt,4,1,2,2,Real Bed,125,1,0,3,within a few hours,1,7,80,8,9,9,9,9,9
23302155,Jacqueline,2014,11/3,5830548,Slotervaart,Amsterdam,Noord-Holland,1058 EC,Netherlands,52.36133401,4.843949705,Apartment,Entire home/apt,4,1,2,2,Real Bed,75,2,25,7,within a few hours,1,0,,,,,,,
23322341,Agya,2014,11/4,4496064,Gaasperdam - Driemond,Amsterdam-Zuidoost,North Holland,1106PW,Netherlands,52.30111327,4.960512268,Apartment,Private room,2,1,1,1,Real Bed,40,1,25,1,within a day,1,5,88,9,8,10,10,8,9
23343986,Babet,2014,11/4,4501155,Centrum-Oost,Amsterdam,North Holland,1011 TL,Netherlands,52.37154824,4.907280761,Other,Entire home/apt,2,1,0,1,Futon,150,2,20,1,within a few hours,0.8,5,84,10,10,9,10,9,8
23344273,Ingrid,2014,11/4,4501250,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073 GL,Netherlands,52.35115757,4.89526279,Apartment,Entire home/apt,2,1,0,2,Real Bed,98,1,0,2,within a few hours,1,3,100,10,10,10,10,10,9
23365832,Eggie,2014,11/5,5760947,Centrum-West,Amsterdam,Noord-Holland,1015 WJ,Netherlands,52.37405761,4.877824728,Apartment,Entire home/apt,2,1,0,1,Real Bed,136,1,0,4,within a few hours,1,0,,,,,,,
23368172,Brian,2014,11/5,4506195,Bos en Lommer,Amsterdam,North Holland,1055,Netherlands,52.37913545,4.845422657,Apartment,Entire home/apt,2,1,0,1,Real Bed,70,1,0,2,within a few hours,0.92,16,98,10,10,10,10,8,9
23372116,Alberto,2014,11/5,4507117,Bos en Lommer,Ámsterdam,North Holland,1055 RC,Netherlands,52.38346173,4.85573262,Apartment,Private room,2,1,1,1,Real Bed,60,1,20,1,within a few hours,1,3,80,9,7,10,10,9,9
23376183,Abdi,2014,11/5,4508051,Centrum-Oost,Amsterdam,North Holland,1016 CT,Netherlands,52.36469403,4.881803594,Apartment,Entire home/apt,4,1,2,3,Real Bed,165,2,35,1,within an hour,1,8,95,10,9,10,10,10,10
23385018,Sheryl,2014,11/5,4529124,Zuid,Amsterdam,North Holland,1071VD,Netherlands,52.35289792,4.885006595,Apartment,Entire home/apt,4,1,2,2,Real Bed,89,2,25,4,within an hour,1,3,100,8,10,10,10,10,10
23403132,Danny,2014,11/6,4513415,Centrum-West,Amsterdam,Noord-Holland,1013 JD,Netherlands,52.38226644,4.889270441,Apartment,Entire home/apt,4,1,1,2,Real Bed,120,2,30,2,within an hour,1,13,89,9,10,10,10,10,9
23403760,Richard,2014,11/6,4513665,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1019 AW,Netherlands,52.37101798,4.940567958,Boat,Private room,2,1,1,1,Real Bed,80,1,0,2,N/A,N/A,2,80,9,9,7,8,8,7
23406754,Connor,2014,11/6,4514292,Centrum-Oost,Amsterdam,North Holland,1017 PD,Netherlands,52.36556963,4.883658177,Apartment,Private room,2,1,1,1,Real Bed,169,1,25,2,within an hour,1,7,94,10,10,9,9,10,10
23424476,Annie,2014,11/6,4518120,Oud-Noord,Amsterdam,North Holland,1031 XB,Netherlands,52.39199771,4.908256269,House,Entire home/apt,4,1,2,3,Real Bed,75,1,13,1,within a day,0.9,6,90,9,9,9,10,9,8
23429184,Lou,2014,11/6,4942234,Watergraafsmeer,Amsterdam,Noord-Holland,1098 AN,Netherlands,52.35098162,4.938387723,House,Entire home/apt,5,1,3,3,Real Bed,165,1,0,2,within a few hours,1,0,,,,,,,
23449869,Jessie,2014,11/7,5101291,Centrum-West,Amsterdam,Noord-Holland,1015,Netherlands,52.37518362,4.889404128,Apartment,Entire home/apt,6,2,3,3,Real Bed,350,4,20,3,within a day,1,1,100,10,10,10,10,10,10
23450245,Lucas,2014,11/7,4523512,Centrum-West,Amsterdam,North Holland,1013 GM,Netherlands,52.3808001,4.890274639,Apartment,Entire home/apt,4,1,2,2,Real Bed,280,1,0,2,within an hour,1,10,100,10,10,10,10,10,10
23462322,Miranda,2014,11/7,4613860,Oud-Oost,Amsterdam,North Holland,1091 VM,Netherlands,52.35472235,4.918533794,Apartment,Entire home/apt,2,1,1,1,Real Bed,77,2,0,1,within a few hours,1,0,,,,,,,
23462900,Katherine,2014,11/7,4526035,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1078 VP,Netherlands,52.34274782,4.892887518,House,Private room,2,1,1,1,Real Bed,50,1,0,2,N/A,N/A,0,,,,,,,
23491029,Jorrit,2014,11/8,4530810,Centrum-West,Amsterdam,North Holland,1016 DK,Netherlands,52.37470955,4.884473325,Apartment,Private room,2,0.5,1,1,Real Bed,50,1,0,1,N/A,N/A,4,67,8,7,9,8,9,8
23514349,Veni,2014,11/9,4535000,De Baarsjes - Oud-West,Amsterdam,North Holland,1058 XV,Netherlands,52.36404831,4.856713121,Apartment,Entire home/apt,4,1,1,2,Real Bed,89,2,25,3,within an hour,1,5,96,10,10,10,10,9,9
